stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id
OOBUS354,Lakeview 354,This stop is located on the Cnr Lakeview Blvd & Kakadu St,-12.48867,130.99319,1
OOBUS355,Lakeview 355,This stop is located on the Cnr Lakeview Blvd & Buscall Ave,-12.48971,130.9978,1
OOBUS356,Bakewell School 356,"This stop is located on Forrest Pde, Adj to Bakewell School",-12.49401,130.99267,1
OOBUS357,Landsborough 357,This stop is located at 9 Landsborough St,-12.49543,130.99391,1
OOBUS358,Landsborough 358,This stop is located at 37 Landsborough St,-12.49806,130.9938,1
OOBUS359,Aunger 359,This stop is located on the Cnr Aunger Cres & Ewing Ct,-12.50082,130.99571,1
OOBUS360,Rosebery Shops 360,"This stop is located on Granites Cres, Adj to Shops",-12.50309,130.99374,1
OOBUS361,Rosebery 361,This stop is located at 68 Rosebery Cres,-12.50424,130.98985,1
OOBUS362,Rosebery 362,This stop is located at 42 Rosebery Cres,-12.50427,130.98806,1
OOBUS363,Rosebery 363,This stop is located at 2 Rosebery Cres,-12.5011,130.98866,1
OOBUS364,Shearwater Drive 364,"This stop is located on Shearwater Cres, Opp 32 Shearwater Cres",-12.49867,130.98851,1
OOBUS365,Shearwater 365,"This stop is located on Shearwater Cres, Opp 68 Shearwater Cres",-12.49531,130.98996,1
OOBUS367,Vanderlin 367,"This stop is located on Vanderlin Drv, Adj to Lake Leanyer",-12.38903,130.90942,1
OOBUS368,Calytrix 368,This stop is located at 32 Calytrix Rd,-12.39378,130.91308,1
OOBUS369,Applegum 369,This stop is located at 13 Applegum St,-12.39517,130.915,1
OOBUS370,Applegum 370,This stop is located at 37 Applegum St,-12.39606,130.91714,1
OOBUS371,Applegum 371,This stop is located at 69 Applegum St,-12.39875,130.91976,1
OOBUS372,Bauer 372,This stop is located at 7 Bauer Cres,-12.40148,130.91971,1
OOBUS373,Bauer 373,"This stop is located on Bauer Cres, Opp Manunda School",-12.40401,130.92015,1
OOBUS374,Moray 374,This stop is located on the Cnr Moray St & McMillan's Rd,-12.4072,130.91943,1
OOBUS375,Farrer 375,"This stop is located on Farrer Blvd, Opp 119 Farrer Blvd",-12.48292,131.00212,1
OOBUS376,Farrer 376,This stop is located at 84 Farrer Blvd,-12.47981,131.00083,1
OOBUS377,Farrar Blvd 377,This stop is located on Farrar Boulevard 55 Meters west of Nutwood Crescent,-12.4798,130.996,1
OOBUS378,Farrer 378,"This stop is located on Farrer Blvd, Adj to Retirement Village",-12.47832,130.99377,1
OOBUS379,Health Precinct 379,"This stop is located on Cook St, Farrer Medical Centre",-12.47937,130.99014,1
OOBUS380,Kokoda Industries 380,"This stop is located on Georgina Cres, Adj to Kokoda Industries",-12.47565,130.99126,1
OOBUS381,Callanan 381,"This stop is located on Callanan St, Opp Elders",-12.47277,130.98911,1
OOBUS382,Adams Road 382,This stop is located at 12 Adams Rd,-12.47538,130.98899,1
OOBUS383,Georgina 383,"This stop is located on Georgina Cres, Opp Plasta Masta",-12.4745,130.9857,1
OOBUS385,Roystonia 385,"This stop is located on Roystonia Ave, Opp Shell Service Station",-12.47408,130.98359,1
OOBUS386,BP Palms 386,"This stop is located on Stuart Highway, Opp BP Palms",-12.45843,130.96959,1
OOBUS387,Stuart Highway 387,"This stop is located on Stuart Highway, Adj to Southern Cross",-12.45348,130.96355,1
OOBUS388,Stuart Highway 388,"This stop is located on Stuart Highway, Adj to Radio Towers",-12.44809,130.95662,1
OOBUS389,Tivendale Road 389,This stop is located on the Cnr Stuart Highway & Tivendale Rd,-12.44173,130.9446,1
OOBUS390,Stuart Highway 390,"This stop is located on Stuart Highway, Adj to Berrimah Farm",-12.43772,130.93375,1
OOBUS391,Stuart Highway 391,"This stop is located on Stuart Highway, Adj to Trade Centre",-12.43578,130.92883,1
OOBUS392,Moray Street 392,This stop is located at 23 Moray St,-12.40566,130.9203,1
OOBUS393,Bauer 393,"This stop is located on Bauer Cres, Adj to Manunda School",-12.40353,130.92025,1
OOBUS394,Bauer 394,This stop is located at 12 Bauer Cres,-12.40136,130.91962,1
OOBUS395,Applegum 395,This stop is located at 60 Applegum St,-12.39847,130.91952,1
OOBUS396,Applegum 396,This stop is located at 40 Applegum St,-12.39686,130.91796,1
OOBUS397,Applegum 397,This stop is located at 4 Applegum St,-12.39529,130.91365,1
OOBUS398,Calytrix Road 398,"This stop is located on Calytrix St, Opp 44 Calytrix",-12.39282,130.9136,1
OOBUS399,Vanderlin 399,"This stop is located on Vanderlin Drv, Opp Lake Leanyer",-12.3887,130.90883,1
OOBUS400,Trower 400,This stop is located at 341 Trower Rd,-12.36685,130.87901,1
OOBUS401,Erldunda 401,This stop is located at 7 Erldunda St,-12.36505,130.87605,1
OOBUS402,Tiwi Gardens 402,This stop is located at 160 Tiwi Gardens Rd,-12.3619,130.87725,1
OOBUS403,Manbullo 403,This stop is located at 9 Manbullo St,-12.36045,130.88026,1
OOBUS404,Trower 404,This stop is located at 356 Trower Rd,-12.36662,130.87867,1
OOBUS406,Livistona 406,"This stop is located on Livistona St, Opp 30 Livistona",-12.39705,130.91352,1
OOBUS407,Koolinda 407,This stop is located at 26 Koolinda Cres,-12.39883,130.9125,1
OOBUS408,Koolinda 408,"This stop is located on Koolinda Cres, Opp 9 Koolinda Cres",-12.39853,130.91057,1
OOBUS409,Ringwood 409,"This stop is located on Ringwood St, Opp 3 Ringwood",-12.39477,130.89832,1
OOBUS410,Airport Hotel 410,"This stop is located on McMillan's Rd, Opp Airport Hotel",-12.39558,130.87725,1
OOBUS411,Odegaard 411,This stop is located at 2 Odegaard Place Rosebery,-12.5042,130.9922,1
OOBUS412,Lee Point 412,This stop is located at 121 Lee Point Rd,-12.38096,130.88975,1
OOBUS413,Lee Point 413,This stop is located at 207 Lee Point Rd,-12.37368,130.89115,1
OOBUS414,Leanyer 414,"This stop is located on Leanyer Drive, Adj to Park",-12.38082,130.90326,1
OOBUS415,Leanyer 415,This stop is located at 140 Leanyer Drive,-12.37768,130.90149,1
OOBUS416,Leanyer 416,"This stop is located on Leanyer Drive, Adj to Leanyer School",-12.37474,130.90071,1
OOBUS417,Leanyer 417,"This stop is located on Leanyer Drive, Adj to St Andrews School",-12.3732,130.9001,1
OOBUS418,VRD 418,This stop is located at 58 VRD Drive,-12.37116,130.8971,1
OOBUS419,VRD 419,This stop is located at 8 VRD Drive,-12.36892,130.89286,1
OOBUS420,Lee Point 420,"This stop is located on Lee Point Rd, Opp 203 Lee Point Rd",-12.3704,130.89166,1
OOBUS421,Lee Point 421,"This stop is located on Lee Point Rd, Opp 179 Lee Point Rd",-12.37377,130.89119,1
OOBUS422,Lee Point 422,"This stop is located on Lee Point Rd, Opp 119 Lee Point Rd",-12.38145,130.88973,1
OOBUS423,Lee Point 423,"This stop is located on Lee Point Rd, Opp 67 Lee Point Rd",-12.38723,130.88631,1
OOBUS424,Lee Point 424,"This stop is located on Lee Point Rd, Opp Moil Cres",-12.39054,130.88436,1
OOBUS426,Angelo 426,"This stop is located on Angelo St, Adj to Casuarina Pool",-12.37338,130.88434,1
OOBUS427,Parap Markets 427,This stop is located on the Cnr Gregory St & Parap Rd,-12.43225,130.84252,1
OOBUS428,Gregory 428,This stop is located at 8 Gregory St,-12.43223,130.83915,1
OOBUS430,Victoria 430,This stop is located at 13 Victoria Ave,-12.49037,130.98101,1
OOBUS431,Victoria 431,"This stop is located on Victoria Ave, Opp School",-12.49111,130.97927,1
OOBUS432,Victoria 432,This stop is located at 55 Victoria Ave,-12.49315,130.97814,1
OOBUS433,Sacred Heart Primary 433,"This stop is located on Emery Ave, Opp Sacred Heart School",-12.49472,130.97879,1
OOBUS434,Emery 434,"This stop is located on Emery Ave, Opp Fire Station",-12.49554,130.98152,1
OOBUS435,Sibbald 435,This stop is located at 13 Sibbald Cres,-12.49731,130.98208,1
OOBUS436,Sibbald 436,This stop is located at 35 Sibbald Cres,-12.49986,130.98114,1
OOBUS437,Woodroffe 437,This stop is located at 11 Woodroffe Ave,-12.50259,130.98149,1
OOBUS438,Woodroffe School 438,"This stop is located on Woodroffe Ave, Adj to Woodroffe School",-12.50655,130.98133,1
OOBUS439,Woodroffe 439,This stop is located on the Cnr Woodroffe Ave & Zenith St,-12.50809,130.97986,1
OOBUS440,Sibbald 440,This stop is located at 64 Sibbald Cres,-12.50198,130.98382,1
OOBUS441,Sibbald 441,This stop is located at 40 Sibbald Cres,-12.49989,130.98105,1
OOBUS442,Baldwin 442,This stop is located at 42 Baldwin St,-12.49978,130.9799,1
OOBUS443,St Joseph's School 443,This stop is located at 16 Baldwin St,-12.50071,130.97669,1
OOBUS444,Temple Terrace 444,"This stop is located on Temple Tce, Adj to Palmerston High School",-12.4949,130.97492,1
OOBUS445,Emery 445,This stop is located at 19 Emery Ave,-12.49412,130.97696,1
OOBUS446,Chun Wah 446,This stop is located on the Cnr Chun Wah Tce & Emery Ave,-12.49628,130.98654,1
OOBUS447,Essington 447,"This stop is located on Essington Ave, Adj to Park",-12.49217,130.98368,1
OOBUS448,Essington 448,"This stop is located on Essington Ave, Adj to Shops",-12.48943,130.98184,1
OOBUS449,Raffles 449,"This stop is located on Raffles Rd, West",-12.48807,130.98256,1
OOBUS450,Raffles 450,"This stop is located on Raffles Rd, East",-12.48768,130.98492,1
OOBUS451,Raffles 451,This stop is located at 6 Raffles Rd,-12.48631,130.98745,1
OOBUS452,Woolworths Palmerston 452,"This stop is located on Chun Wah Tce, Adj to Woolworths",-12.48436,130.98714,1
OOBUS453,Gray Shops 453,This stop is located on the corner Essington Ave & Dunbar St,-12.48704,130.98212,1
OOBUS454,Essington 454,This stop is located on the Cnr Essington Ave & Dillon Circuit,-12.49382,130.98578,1
OOBUS456,Stuart Highway 456,"This stop is located on Stuart Highway, Adj to Carla Furnishers",-12.42594,130.89245,1
OOBUS457,Stuart Highway 457,This stop is located at 440 Stuart Highway,-12.42527,130.87994,1
OOBUS458,Stuart Highway 458,This stop is located at 430 Stuart Highway ,-12.42533,130.8763,1
OOBUS459,Stuart Highway 459,This stop is located at 478 Stuart Highway,-12.42534,130.88468,1
OOBUS460,Canaris 460,This stop is located at 15 Canaris St,-12.37057,130.88962,1
OOBUS462,Driver 462,"This stop is located on Driver Ave, Adj to Driver Primary School",-12.48458,130.97527,1
OOBUS463,Driver Avenue Shops 463,"This stop is located on Driver Ave, Adj to Driver Shops",-12.48574,130.97307,1
OOBUS464,Driver 464,"This stop is located on Driver Ave, Adj to Park",-12.48867,130.97279,1
OOBUS465,Driver 465,This stop is located at 117 Driver Ave,-12.49031,130.97061,1
OOBUS466,Elrundie 466,This stop is located on the Cnr Elrundie & Tilston,-12.49267,130.96914,1
OOBUS467,Tilston 467,"This stop is located on Tilston Ave, Adj to Palmerston High School",-12.49536,130.97098,1
OOBUS468,Bonson 468,"This stop is located on Bonson Tce, Northern end",-12.49966,130.97161,1
OOBUS469,Bonson 469,"This stop is located on Bonson Tce, Central",-12.50257,130.97222,1
OOBUS470,Moulden School 470,"This stop is located on Bonson Tce, Adj to Moulden Primary School",-12.50604,130.97056,1
OOBUS471,Elrundie 471,"This stop is located on Elrundie Ave, Opp Archer Oval",-12.51494,130.97349,1
OOBUS472,Moulden 472,This stop is located on the Cnr Moulden Tce & Cuthbertson St,-12.51379,130.97637,1
OOBUS473,Kafcaloudes 473,"This stop is located on Kafcaloudes Cres, Adj to Park",-12.50818,130.97583,1
OOBUS474,Temple 474,This stop is located on the Cnr Temple Tce & Tamarind St,-12.50337,130.97528,1
OOBUS475,Waterhouse 475,This stop is located at 21 Waterhouse Cres,-12.49097,130.97236,1
OOBUS476,Driver 476,This stop is located at 102 Driver Ave,-12.4887,130.97268,1
OOBUS477,Driver Shops 477,This stop is located at 70 Driver Ave,-12.48574,130.97302,1
OOBUS478,Driver 478,"This stop is located on Driver Ave, Opp Driver Primary School",-12.48443,130.9758,1
OOBUS479,Waler 479,"This stop is located on Waler Rd, Adj to Palmerston Christian School",-12.49125,130.9643,1
OOBUS480,Kafcaloudes Crescent 480,"This stop is located on Kafcaloudes Cres, Adj to Moulden Shops",-12.51079,130.97538,1
OOBUS481,Woodlake & Bangalow 481,This stop is located on the Cnr Woodlake Blvd & Banga St,-12.4744,130.96567,1
OOBUS482,Woodlake 482,This stop is located on the Cnr Woodlake Blvd & Phoenix St,-12.47223,130.96604,1
OOBUS483,Woodlake 483,"This stop is located on Woodlake Blvd, Opp 133 Woodlake Blvd",-12.46973,130.97001,1
OOBUS484,Drack School 484,"This stop is located on Woodlake Blvd, Adj to Durak Primary School",-12.47661,130.97365,1
OOBUS485,Woodlake 485,This stop is located at 16 Woodlake Blvd,-12.47842,130.97548,1
OOBUS498,Palmerston Interchange 498,This stop is located at Palmerston Interchange (Arr),-12.47909,130.98753,1
OOBUS502,Stuart Highway 502,"This stop is located on Stuart Highway, Opp Morgan Road ",-12.50735,131.01965,1
OOBUS503,Stuart Highway 503,"This stop is located on Stuart Highway, Opp Virginia Road",-12.51533,131.02952,1
OOBUS504,Coolalinga 504,"This stop is located on Stuart Highway, Opp Coolalinga Shops",-12.52368,131.04336,1
OOBUS505,Coolalinga 505,"This stop is located at 505 Stuart Highway, Coolalinga",-12.52156,131.03925,1
OOBUS506,Stuart Highway 596,This stop is located on the Cnr Stuart Highway and Morgan Road ,-12.50638,131.01869,1
OOBUS507,Virginia 507,"This stop is located on the Cnr Virginia Road, 17 Miles Service & Muffler Centre",-12.51606,131.02934,1
OOBUS508,Lowther  508,This stop is located on the Cnr Lowther and London Roads,-12.55468,131.03843,1
OOBUS509,Bees Creek 509,This stop is located on the Cnr Bees Creek Road and Thorburn Roads,-12.56229,131.05911,1
OOBUS510,Gulnare Road 510,"This stop is located on the Cnr Gulnare Road, Near Stuart Wighway",-12.58406,131.07282,1
OOBUS511,Gulnare 511,This stop is located on the Cnr Gulnare Road & Bees Creek Road,-12.5839,131.05892,1
OOBUS512,Lowther Road 512,"This stop is located on Lowther Road, Near Goodenia Drive",-12.5549,131.04695,1
OOBUS513,Virginia 513,"This stop is located on Virginia Road, near Jervios Rd",-12.54172,131.02926,1
OOBUS514,Virginia 514,"This stop is located on Virginia Road, near Irwin Rd",-12.52244,131.02918,1
OOBUS523,Hillier 523,This stop is located at 184 Hillier Rd,-12.50807,131.05909,1
OOBUS524,McMinns 524,This stop is located at 225 McMinns Dv,-12.53336,131.07947,1
OOBUS525,Anglesey 525,This stop is located at 291 Anglesey Rd,-12.52971,131.10723,1
OOBUS526,Pioneer 526,This stop is located on the southern side of Pioneer Rd & Produce Dr,-12.55504,131.11846,1
OOBUS533,Bayview 533,This stop is located in Bayview Drv opposite Half Moon Park ,-12.44083,130.85643,1
OOBUS534,Stoddart 534,This stop is located on the southern side of Stoddart Drive near the Fanning Drive intersection,-12.43573,130.85752,1
OOBUS535,Gulnare 535,This stop is located on Gulnare road near the Stuart Highway intersection,-12.584108,131.072596,1
OOBUS538,Catchlove 538,This stop is located at 14 Catchlove Street Rosebery,-12.50581,130.98563,1
OOBUS542,Virginia 542,This stop is located at 71 Virginia road Virginia,-12.522403,131.029438,1
OOBUS544,Virginia 544,This stop is located at 201 Virginia Road Virginia,-12.533863,131.02938,1
OOBUS545,Virginia 545,This stop is located at 285 Virginia Road Virginia,-12.541707,131.029515,1
OOBUS546,Jacomb 546,This stop is located at 25 Jacomb Place Virginia,-12.5505,131.03195,1
OOBUS547,Francesca 547,This stop is located at 65 Francesca CCT Virginia,-12.54662,131.03521,1
OOBUS548,Lowther 548,This stop is located at 320 Lowther Road Virginia,-12.554671,131.038569,1
OOBUS549,Lowther  Road 549,This stop is located at the rear of 115 Durian Rd on Lowther Road Virginia,-12.554715,131.047079,1
OOBUS553,Gulnare 553,This stop is located at 150 Gulnare Road Bees Creak,-12.583777,131.059252,1
OOBUS554,Gulnare Road 554,This stop is located at 30 Gulnare Road Bees Creak,-12.584041,131.07107,1
OOBUS569,Casuarina Bus Interchange 569,This stop is located at Casuarina Interchange (Dep),-12.37364,130.88044,1
OOBUS572,Forrest Parade 572,This stop is located at 137 Forrest Pd,-12.50664,130.99108,1
OOBUS573,Owston Avenue 573,This stop is located at Opposite the rear of 6 Price Court on Owston Pd,-12.50987,130.9851,1
OOBUS574,Owston Avenue 574,This stop is located at the rear of 5 Price Court on Owston Pd,-12.5099,130.98533,1
OOBUS575,Forrest 575,This stop is located at 184 Forrest Pd ,-12.51065,130.98961,1
OOBUS576,Forrest 576,This stop is located at Opposite 135 Forrest Pd,-12.50654,130.99104,1
OOBUS579,Rodgers St,This stop is located near the intersection of Rodgers & Girraween Rd,-12.52519,131.09628,1
OOBUS581,Humpty Doo Shops 581,This stop is located at Fred's Pass  Rd at Humpty Doo Shopping centre,-12.57387,131.10134,1
OOBUS583,Whitewood 583,This stop is located at 300 Whitewood Rd,-12.49631,131.04554,1
OOBUS584,Whitewood 584,This stop is located at 276 Whitewood Rd,-12.49633,131.04346,1
OOBUS586,Whitewood 586,This stop is located at 191 Whitewood Rd,-12.49623,131.03483,1
OOBUS587,Whitewood 587,This stop is located at 309 Whitewood Rd,-12.49624,131.04608,1
OOBUS588,Humpty Doo 588,This stop is located at 28 Challoner Cct,-12.57659,131.10027,1
OOBUS589,Copx Peninsular 589,This stop is located on the corner of Cox Peninsula Road & Stuart Highway Noonamah,-12.67366,131.07807,1
OOBUS593,Howard Springs 593,This stop is located at 62 Howard Springs Rd,-12.49321,131.01843,1
OOBUS596,Stoddart 596,This stop is located at Stoddart Dr near Tiger Brennan Dr ,-12.43941,130.85182,1
OOBUS597,Tipperary Waters 597,This stop is located at Frances Bay Dr near Tipperary Dr,-12.44872,130.84945,1
OOBUS643,Danimila Terrace 643,This stop is located opposite 29 Danimila Terrace Lyons,-12.363101,130.889516,1
OOBUS644,Lyons Community Centre 644,This stop is located opposite 24 Damabla Drive Lyons,-12.359679,130.888248,1
OOBUS655,Daldawa Terrace 655,This stop is located at 8 Daldawa Terrace Lyons,-12.357024,130.889232,1
OOBUS656,Odegarrd 656,This stop is located at19 Odegarrd Drive Rosebery,-12.50524,130.99311,1
OOBUS657,Odegarrd 657,This Stop is located at 55 Odegarrd Drive Rosebery,-12.50769,130.99491,1
OOBUS661,Gardens Rd 661,This stop is located at Gardens Rd near Melville St,-12.45033,130.83634,1
OOBUS662,Rosebery School 662,This stop is located opposite 12 Belyuen Rd Rosebery,-12.50906,130.992,1
OOBUS693,Haydon 693,This stop is located adjacent to 40 Haydon Street Rosebery,-12.50825,130.98962,1
OOBUS694,Antonino 694,This stop is located at 19 Antonino Drive Rosebery,-12.50742,130.98682,1
OOBUS756,Playford Street 756,This stop is located at 48 Playford Street,-12.42839,130.84729,1
OOBUS757,Bagot Road Car Wash 757,This stop is located at Bagot Road Opp Bunnings,-12.40137,130.85596,1
OOBUS758,Casuarina Interchange 758,This stop is located at Casuarina Interchange,-12.3736,130.88076,1
OOBUS761,Indigenous Village 761,This stop is located at Stuart Highway at the Palmerston Indigenous Village,-12.48998,131.01137,1
OOBUS763,Virginia 763,This stop is located at 30 Virginia Rd at Shops,-12.51784,131.02919,1
OOBUS766,London 766,This stop is located at 78 London St  Route Marker,-12.55127,131.0383,1
OOBUS768,Jacomb 768,This stop is located at 68 Jacomb Pl,-12.55059,131.03113,1
OOBUS769,Noonamah Store 769,This stop is located at Stuart Highway at Noonamah Store,-12.63359,131.07416,1
OOBUS770,Elizabeth Valley 770,This stop is located at 240 Elizabeth valley Rd Route marker,-12.64276,131.0827,1
OOBUS771,Elizabeth Valley 771,This stop is located at 345 Elizabeth valley Rd Route marker,-12.64266,131.10972,1
OOBUS772,Redcliffe 772,This stop is located at Corner of Redcliffe Rd and Noel Rd Route Marker,-12.63734,131.11856,1
OOBUS773,Redcliffe 773,This stop is located at 359 Redcliffe Rd Route Marker,-12.60797,131.11858,1
OOBUS774,Fred's Pass 774,This stop is located at 298 Fred's Pass Rd Route Marker,-12.59317,131.11343,1
OOBUS775,Forrest Pde,This stop is located at 67 Forrest Pde Bakewell for Orb 076 ,-12.4996,130.993,1
OOBUS776,Stuart Hwy & Virginia 776,This stop is located at 279 Stuart Highway at intersection of Virginia Rd ,-12.51537,131.02859,1
OOBUS778,Stuart Highway 778,This stop is located opposite 1142 Stuart Highway ,-12.57368,131.07372,1
OOBUS779,Stuart Highway 779,This stop is located at Stuart Highway South of Gulnare Rd,-12.585,131.07366,1
OOBUS780,Stuart Highway 780,This stop is located opposite 1326 Stuart Highway near Gonnerman Rd Southern  End ,-12.59635,131.07361,1
OOBUS781,Stuart highway 781,This stop is located at Stuart Highway and Jenkins Rd,-12.61243,131.07329,1
OOBUS782,Stuart Highway 782,This stop is located at Stuart Highway South of Crocodile Farm,-12.59481,131.07336,1
OOBUS783,Stuart Highway 783,This stop is located at 1272 Stuart Highway North of Crocodile Farm,-12.58828,131.07334,1
OOBUS784,Stuart Highway 784,This stop is located at 1204 Stuart Highway north of Gulnare Rd,-12.58318,131.07335,1
OOBUS785,Stuart Highway 785,This stop is located at 1126 Stuart Highway,-12.57199,131.07336,1
OOBUS787,Stuart Highway 787,This stop is located at 940 Stuart Highway opposite Sayer Rd,-12.55558,131.06926,1
OOBUS788,Arnhem Hwy West 788,This stop is located on Cnr Arnhem Hwy & Hayball Roads Humpty Doo,-12.56856,131.087283,1
OOBUS791,Arnhem Hwy West 2 791,This stop is located on Arnhem Highway Near Hayball Road Intersection,-12.56835,131.087116,1
OOBUS798,Sayer Rd 798,This stop is located 30 meters south of Stuart Highway & Sayer Rd Intersection,-12.55585,131.06986,1
OOBUS802,Coolalinga 802,This stop is located at Coolalinga Shopping Centre in the Stuart Hway Service Rd School Stop,-12.5234,131.04163,1
OOBUS805,Marina 805,This stop is located in Marina Boulevard Cullen Bay near the slipway,-12.44987,130.82363,1
OOBUS806,Cullen Bay 806,This stop is located in Marina Boulevard Cullen Bay at the Mandorah Ferry Terminal,-12.45155,130.82082,1
OOBUS809,Marina 809,This stop is located in Marina Boulevard Cullen Bay opposite No 20 (Nautilus),-12.44987,130.82601,1
OOBUS811,Bayview 811,This stop is located on Bayview Drive near Bayview shops and turnaround,-12.44153,130.85817,1
OOBUS812,Frances Bay _ Fisherman's Place 812,This stop is located on Francis Bay Drive at Fisherman's Place ,-12.45917,130.84747,1
OOBUS813,Stoddart 813,This stop is located entering Bayview on Stoddart Drive at Woolner Road and Tiger Brennan Drive ,-12.43942,130.85291,1
OOBUS815,Coolalinga P&R 815,This stop is located on the Stuart Highway opposite Coolalinga Shopping Village outbound,-12.524695,131.045675,1
OOBUS814,Kalymnos Drive 814,This stop is located on Kalymnos Drive opposite Karama Shopping Village ,-12.4019,130.916,1
OOBUS816,Charles Eaton Drive 816,This stop is located on the corner of Charles Eaton drive and Pederson Road ,-12.4043,130.878,1
OOBUS817,Stokes Hill Road 817,This stop is located on the corner of McMinn Street &  Stokes Hill Road Darwin City,-12.465449,130.847881,1
OOBUS818,Johnstone 818,This stop is located on southern end of Farrer Boulevard in Johnstone ,-12.4987,131.006,1
OOBUS819,Farrer 819,This stop is located on the corner of Farrer Boulevard and Flinders Street in Johnston,-12.494,131.006,1
OOBUS820,Boulter Road East 820,This stop is located at 81 Boulter Berrimah,-12.4149,130.921,1
OOBUS821,Boulter Road 821,This stop is located at 47 Boulter Road Berrimah,-12.4144,130.917,1
OOBUS825,Cullen Bay 825,This stop is located at Cullen Bay on the Cullen Bay Jetty,-12.4517,130.82,2
OOBUS826,Mandorah 826,This stop is located at Mandorah on the Mandorah Jetty,-12.443,130.768,2
OOBUS827,Gurd 827,This stop is located on Gurd St opposite Health Clinic,-12.47994,130.990718,1
OOBUS828,Conacher Street 828,This stop is located on Conacher Street at the Arts Museum,-12.437098,130.833423,1
OOBUS829,Chung Wah 829,This Stop is located on Chung Wah Terrace Gunn,-12.493344,130.987422,1
OOBUS830,Forrest Parade 830,This stop is located on Forrest Parade Bellamack ,-12.513605,130.986239,1
OOBUS831,Forrest Parade 831,This stop is located on the southern end of Forrest Parade in Bellamack,-12.51495,130.980723,1
OOBUS832,Flynn Circuit 832,This stop is located at 133 Flynn Circuit ,-12.512772,130.980612,1
OOBUS833,Flynn Circuit 833,This stop is located adjacent to the park on Flynn Circuit,-12.512456,130.983477,1
OOBUS834,Zuccoli 834,This stop is located on Zuccoli Parade ,-12.504983,131.008123,1
OOBUS835,Zuccoli 835,This stop is located on Zuccoli Parade ,-12.503413,131.006732,1
OOBUS841,Dawarra Crescent 841,This stop is located adjacent to the northern-most park in Lyons,-12.352656,130.88684,1
OOBUS842,Limmen Street 842,This stop is located on Limmen St opposite 3 Limmen Street,-12.382182,130.884947,1
OOBUS843,Lee Point Road 843,This stop is located on Lee Point Road adjacent to Muirhead,-12.360111,130.89125,1
